"","Inc","Capital","Hours","Age","Industry","Education","Marital","Occupation"
"5889","<=$50K",0,34,24,"Private","Master","Married","Management"
"5890","<=$50K",0,13,74,"Govt","Bach","Married","Specialist"
"5891",">$50K",0,50,43,"Private","Bach","Married","Management"
"5892","<=$50K",0,24,42,"Private","Min","Never Married","Trades"
"5893","<=$50K",0,18,71,"Self-Emp","Bach","Widowed","Agricultural"
"5894",">$50K",0,45,42,"Private","High School","Never Married","Admin"
"5895",">$50K",0,33,51,"Private","Bach","Never Married","Management"
"5896",">$50K",0,36,56,"Private","Bach","Married","Agricultural"
"5897","<=$50K",0,43,26,"Self-Emp","Bach","Never Married","Management"
"5898",">$50K",1456,37,60,"Private","High School","Married","Agricultural"
"5899",">$50K",0,46,28,"Private","Bach","Divorced","Trades"
"5900",">$50K",0,58,59,"Private","Min","Married","Management"
"5901","<=$50K",0,37,30,"Private","Min","Married","Trades"
"5902",">$50K",0,28,53,"Private","Min","Never Married","Management"
"5903","<=$50K",0,13,74,"Private","Min","Married","Agricultural"
"5904",">$50K",0,33,54,"Private","Bach","Never Married","Trades"
"5905",">$50K",0,54,54,"Private","High School","Divorced","Specialist"
"5906",">$50K",0,71,60,"Private","Bach","Never Married","Management"
"5907",">$50K",0,30,63,"Private","Master","Never Married","Agricultural"
"5908","<=$50K",0,41,20,"Private","High School","Widowed","Agricultural"
"5909","<=$50K",0,23,37,"Self-Emp","Bach","Married","Admin"
"5910","<=$50K",0,8,76,"Private","Bach","Never Married","Management"
"5911",">$50K",0,42,40,"Private","Min","Never Married","Admin"
"5912","<=$50K",0,39,26,"Private","High School","Never Married","Specialist"
"5913","<=$50K",0,31,32,"Private","Bach","Married","Management"
"5914",">$50K",0,29,61,"Private","Bach","Married","Management"
"5915",">$50K",0,39,32,"Private","Bach","Never Married","Admin"
"5916","<=$50K",0,11,79,"Private","Min","Married","Admin"
"5917","<=$50K",0,21,75,"Private","Bach","Divorced","Specialist"
"5918",">$50K",0,45,47,"Private","Min","Never Married","Trades"
"5919",">$50K",0,36,59,"Private","High School","Married","Trades"
"5920",">$50K",0,41,64,"Private","Min","Married","Agricultural"
"5921",">$50K",862,47,58,"Private","Master","Never Married","Trades"
"5922","<=$50K",0,44,18,"Private","Bach","Never Married","Agricultural"
"5923",">$50K",0,43,42,"Private","High School","Married","Trades"
"5924",">$50K",0,69,41,"Private","High School","Widowed","Specialist"
"5925","<=$50K",0,4,83,"Private","Master","Married","Management"
"5926","<=$50K",0,17,79,"Private","Bach","Married","Agricultural"
"5927",">$50K",0,31,69,"Private","High School","Never Married","Admin"
"5928",">$50K",0,35,72,"Private","Bach","Divorced","Trades"
"5929",">$50K",0,45,53,"Private","High School","Never Married","Specialist"
"5930","<=$50K",0,36,18,"Self-Emp","Bach","Married","Admin"
"5931","<=$50K",0,38,20,"Private","Bach","Never Married","Specialist"
"5932","<=$50K",0,33,30,"Private","High School","Never Married","Admin"
"5933",">$50K",0,46,50,"Private","Master","Never Married","Management"
"5934","<=$50K",0,27,68,"Private","Min","Married","Specialist"
"5935","<=$50K",0,8,80,"Govt","High School","Divorced","Management"
"5936","<=$50K",0,26,29,"Self-Emp","Bach","Married","Agricultural"
"5937",">$50K",0,60,25,"Govt","High School","Never Married","Management"
"5938",">$50K",0,35,35,"Private","Bach","Married","Management"
"5939",">$50K",0,43,70,"Private","High School","Married","Agricultural"
"5940","<=$50K",0,2,83,"Private","Min","Never Married","Agricultural"
"5941","<=$50K",0,18,72,"Private","Min","Never Married","Management"
"5942","<=$50K",0,7,82,"Self-Emp","High School","Divorced","Admin"
"5943",">$50K",0,54,51,"Private","Bach","Never Married","Admin"
"5944","<=$50K",0,13,73,"Private","High School","Never Married","Management"
"5945","<=$50K",0,13,68,"Private","Bach","Married","Trades"
"5946",">$50K",0,60,36,"Private","Bach","Never Married","Specialist"
"5947","<=$50K",0,26,69,"Private","High School","Married","Admin"
"5948",">$50K",0,50,44,"Private","High School","Married","Management"
"5949",">$50K",0,31,53,"Govt","High School","Married","Trades"
"5950",">$50K",0,37,46,"Private","High School","Divorced","Management"
"5951",">$50K",0,45,55,"Govt","High School","Never Married","Agricultural"
"5952",">$50K",0,51,30,"Private","Bach","Never Married","Management"
"5953",">$50K",0,49,59,"Private","Bach","Married","Trades"
"5954",">$50K",3523,29,54,"Private","Min","Married","Admin"
"5955","<=$50K",0,13,46,"Private","High School","Divorced","Trades"
"5956",">$50K",0,36,63,"Private","Bach","Never Married","Agricultural"
"5957",">$50K",0,27,47,"Private","Min","Married","Admin"
"5958","<=$50K",0,38,18,"Private","Bach","Never Married","Specialist"
"5959",">$50K",620,59,33,"Private","Bach","Never Married","Management"
"5960","<=$50K",0,4,82,"Private","High School","Married","Trades"
"5961","<=$50K",0,20,68,"Private","Bach","Never Married","Agricultural"
"5962","<=$50K",0,19,72,"Govt","High School","Married","Specialist"
"5963","<=$50K",0,0,85,"Private","Bach","Married","Specialist"
"5964","<=$50K",0,35,27,"Private","Min","Married","Management"
"5965",">$50K",0,48,53,"Private","Min","Divorced","Trades"
"5966",">$50K",0,53,27,"Private","Bach","Never Married","Admin"
"5967",">$50K",0,59,62,"Private","Bach","Married","Management"
"5968","<=$50K",0,26,69,"Private","High School","Never Married","Agricultural"
"5969",">$50K",0,45,29,"Private","Bach","Never Married","Trades"
"5970","<=$50K",0,36,25,"Self-Emp","Min","Married","Agricultural"
"5971",">$50K",0,35,49,"Private","High School","Married","Admin"
"5972","<=$50K",0,35,19,"Private","Bach","Never Married","Trades"
"5973",">$50K",2505,25,65,"Private","Bach","Married","Agricultural"
"5974","<=$50K",0,24,47,"Private","High School","Married","Management"
"5975",">$50K",1392,29,67,"Private","Min","Never Married","Agricultural"
"5976","<=$50K",0,30,26,"Govt","High School","Married","Management"
"5977",">$50K",0,77,49,"Private","Bach","Divorced","Agricultural"
"5978",">$50K",0,46,52,"Private","High School","Married","Management"
"5979","<=$50K",0,30,30,"Private","High School","Married","Agricultural"
"5980",">$50K",0,36,50,"Private","Bach","Married","Specialist"
"5981",">$50K",0,27,57,"Private","Min","Never Married","Agricultural"
"5982",">$50K",0,61,33,"Private","Bach","Married","Trades"
"5983",">$50K",0,44,57,"Private","Master","Divorced","Management"
"5984",">$50K",0,61,27,"Private","Min","Married","Agricultural"
"5985",">$50K",3025,54,24,"Private","Bach","Married","Admin"
"5986","<=$50K",0,25,24,"Self-Emp","High School","Married","Admin"
"5987",">$50K",2469,31,51,"Govt","Bach","Divorced","Admin"
"5988","<=$50K",0,18,75,"Private","Min","Never Married","Admin"
"5989",">$50K",0,39,52,"Private","Master","Married","Management"
"5990",">$50K",0,53,32,"Private","High School","Married","Admin"
"5991","<=$50K",0,3,83,"Private","High School","Married","Agricultural"
"5992","<=$50K",0,29,37,"Private","High School","Married","Agricultural"
"5993","<=$50K",0,2,84,"Private","Bach","Married","Agricultural"
"5994",">$50K",0,72,46,"Private","High School","Married","Specialist"
"5995",">$50K",0,48,41,"Private","High School","Married","Management"
"5996","<=$50K",0,19,66,"Private","Min","Divorced","Agricultural"
"5997","<=$50K",711,26,24,"Private","Min","Never Married","Management"
"5998",">$50K",0,36,45,"Private","Bach","Never Married","Specialist"
"5999",">$50K",0,38,61,"Govt","Min","Married","Agricultural"
"6000",">$50K",0,46,58,"Private","High School","Married","Agricultural"
"6001","<=$50K",0,23,46,"Self-Emp","High School","Married","Specialist"
"6002","<=$50K",0,5,81,"Private","High School","Married","Trades"
"6003","<=$50K",0,29,38,"Self-Emp","Master","Divorced","Agricultural"
"6004",">$50K",0,30,56,"Private","High School","Married","Agricultural"
"6005",">$50K",0,26,49,"Private","Bach","Married","Trades"
"6006",">$50K",0,29,42,"Private","High School","Never Married","Admin"
"6007","<=$50K",0,22,60,"Private","Master","Married","Admin"
"6008","<=$50K",0,28,74,"Self-Emp","Bach","Never Married","Trades"
"6009","<=$50K",0,22,69,"Self-Emp","Min","Never Married","Management"
"6010",">$50K",0,56,42,"Private","Min","Never Married","Trades"
"6011",">$50K",0,53,50,"Private","Min","Never Married","Specialist"
"6012","<=$50K",0,4,81,"Self-Emp","Bach","Married","Specialist"
"6013",">$50K",0,59,29,"Private","Min","Divorced","Admin"
"6014",">$50K",2381,48,48,"Private","Master","Never Married","Agricultural"
"6015","<=$50K",0,5,81,"Private","High School","Married","Trades"
"6016",">$50K",0,46,47,"Private","Min","Married","Management"
"6017",">$50K",3331,52,34,"Other","Min","Married","Admin"
"6018",">$50K",0,28,55,"Private","High School","Married","Management"
"6019",">$50K",0,43,56,"Private","Bach","Never Married","Agricultural"
"6020",">$50K",0,53,54,"Private","Min","Never Married","Agricultural"
"6021","<=$50K",0,35,31,"Govt","Min","Widowed","Trades"
"6022","<=$50K",0,11,79,"Govt","High School","Married","Management"
"6023",">$50K",1687,55,46,"Govt","High School","Never Married","Specialist"
"6024","<=$50K",0,36,30,"Govt","Bach","Married","Agricultural"
"6025",">$50K",0,46,65,"Private","High School","Never Married","Admin"
"6026","<=$50K",0,14,75,"Private","High School","Never Married","Admin"
"6027",">$50K",0,38,51,"Private","High School","Divorced","Management"
"6028",">$50K",0,30,67,"Other","High School","Married","Agricultural"
"6029",">$50K",0,72,45,"Private","Bach","Never Married","Specialist"
"6030",">$50K",0,35,50,"Private","Bach","Married","Management"
"6031",">$50K",0,33,65,"Govt","Bach","Married","Management"
"6032",">$50K",0,40,61,"Private","High School","Never Married","Specialist"
"6033","<=$50K",0,39,18,"Self-Emp","Master","Never Married","Agricultural"
"6034",">$50K",0,61,52,"Private","Bach","Married","Admin"
"6035","<=$50K",0,28,70,"Govt","High School","Never Married","Agricultural"
"6036",">$50K",0,62,51,"Private","Bach","Married","Management"
"6037",">$50K",0,54,46,"Private","High School","Married","Admin"
"6038",">$50K",0,55,56,"Private","Bach","Married","Admin"
"6039",">$50K",0,27,62,"Private","Min","Divorced","Admin"
"6040",">$50K",0,31,70,"Private","Bach","Never Married","Agricultural"
"6041","<=$50K",0,20,68,"Private","Bach","Married","Admin"
"6042",">$50K",0,46,34,"Private","Bach","Divorced","Specialist"
"6043","<=$50K",0,8,74,"Private","Min","Never Married","Specialist"
"6044","<=$50K",0,34,32,"Private","High School","Never Married","Agricultural"
"6045",">$50K",0,38,33,"Private","Bach","Never Married","Management"
"6046",">$50K",0,43,50,"Govt","Bach","Never Married","Agricultural"
"6047","<=$50K",0,27,68,"Private","Bach","Divorced","Specialist"
"6048","<=$50K",0,23,67,"Private","High School","Never Married","Management"
"6049","<=$50K",0,0,85,"Self-Emp","Bach","Married","Trades"
"6050","<=$50K",0,12,79,"Private","Bach","Never Married","Admin"
"6051","<=$50K",0,22,25,"Private","Bach","Divorced","Trades"
"6052","<=$50K",0,49,19,"Other","Min","Divorced","Agricultural"
"6053","<=$50K",0,27,66,"Private","Min","Widowed","Trades"
"6054",">$50K",0,30,45,"Private","High School","Divorced","Specialist"
"6055",">$50K",0,44,47,"Private","Min","Never Married","Admin"
"6056",">$50K",0,37,55,"Private","High School","Never Married","Admin"
"6057",">$50K",0,45,47,"Private","Min","Never Married","Admin"
"6058",">$50K",0,42,67,"Private","Min","Never Married","Specialist"
"6059",">$50K",0,39,48,"Private","High School","Never Married","Admin"
"6060",">$50K",0,31,52,"Private","High School","Married","Admin"
"6061",">$50K",0,31,65,"Private","Master","Divorced","Specialist"
"6062","<=$50K",1242,43,19,"Self-Emp","Bach","Divorced","Trades"
"6063",">$50K",341,35,62,"Private","Master","Never Married","Specialist"
"6064","<=$50K",0,18,71,"Self-Emp","Min","Married","Agricultural"
"6065",">$50K",0,32,63,"Private","Min","Never Married","Management"
"6066",">$50K",0,37,65,"Private","High School","Never Married","Admin"
"6067",">$50K",0,33,69,"Private","Bach","Divorced","Management"
"6068","<=$50K",1092,27,31,"Private","High School","Married","Specialist"
"6069","<=$50K",0,35,20,"Private","Bach","Married","Management"
"6070",">$50K",0,46,58,"Private","Bach","Divorced","Agricultural"
"6071","<=$50K",0,14,73,"Private","Master","Married","Management"
"6072","<=$50K",0,40,25,"Private","Min","Never Married","Agricultural"
"6073",">$50K",0,36,38,"Private","Bach","Never Married","Specialist"
"6074",">$50K",0,35,65,"Private","Bach","Never Married","Agricultural"
"6075",">$50K",0,37,70,"Private","High School","Divorced","Trades"
"6076",">$50K",0,41,52,"Private","Bach","Divorced","Specialist"
"6077",">$50K",0,47,33,"Private","High School","Never Married","Management"
"6078",">$50K",0,34,64,"Govt","Bach","Never Married","Specialist"
"6079",">$50K",0,42,53,"Private","High School","Divorced","Trades"
"6080",">$50K",0,39,59,"Private","High School","Divorced","Trades"
"6081",">$50K",0,63,57,"Private","Master","Widowed","Admin"
"6082","<=$50K",0,33,30,"Self-Emp","High School","Never Married","Admin"
"6083","<=$50K",0,33,25,"Private","Bach","Divorced","Admin"
"6084","<=$50K",0,16,32,"Private","Min","Never Married","Management"
"6085",">$50K",0,38,52,"Private","Bach","Never Married","Agricultural"
"6086",">$50K",0,43,59,"Private","High School","Married","Management"
"6087","<=$50K",0,21,75,"Private","Bach","Divorced","Specialist"
"6088","<=$50K",0,5,81,"Govt","Master","Divorced","Trades"
"6089","<=$50K",0,49,20,"Self-Emp","Bach","Married","Agricultural"
"6090","<=$50K",0,20,24,"Private","Bach","Never Married","Trades"
"6091","<=$50K",0,8,80,"Private","Bach","Never Married","Management"
"6092",">$50K",0,35,56,"Other","Bach","Never Married","Agricultural"
"6093","<=$50K",0,34,31,"Private","High School","Never Married","Admin"
"6094",">$50K",3947,75,64,"Private","High School","Never Married","Specialist"
"6095","<=$50K",0,47,21,"Other","Min","Married","Specialist"
"6096","<=$50K",0,36,18,"Private","Bach","Never Married","Trades"
"6097","<=$50K",0,19,29,"Private","Bach","Married","Agricultural"
"6098","<=$50K",0,25,21,"Self-Emp","Master","Never Married","Management"
"6099","<=$50K",0,32,30,"Private","High School","Divorced","Management"
"6100","<=$50K",0,17,71,"Private","Min","Widowed","Trades"
"6101",">$50K",0,49,65,"Govt","Bach","Married","Specialist"
"6102",">$50K",0,38,40,"Private","Bach","Never Married","Admin"
"6103","<=$50K",0,17,79,"Private","Master","Never Married","Specialist"
"6104","<=$50K",0,36,32,"Self-Emp","Bach","Never Married","Agricultural"
"6105",">$50K",0,53,53,"Private","Bach","Married","Trades"
"6106","<=$50K",0,22,56,"Govt","High School","Divorced","Management"
"6107","<=$50K",0,67,20,"Private","Bach","Never Married","Management"
"6108",">$50K",0,46,45,"Private","Bach","Divorced","Agricultural"
"6109",">$50K",3115,50,55,"Private","Min","Never Married","Agricultural"
"6110","<=$50K",0,39,24,"Private","High School","Never Married","Agricultural"
"6111",">$50K",0,45,33,"Govt","Min","Divorced","Admin"
"6112",">$50K",0,35,50,"Private","Bach","Never Married","Admin"
"6113",">$50K",0,28,64,"Private","Bach","Divorced","Specialist"
"6114",">$50K",0,32,41,"Self-Emp","Bach","Married","Agricultural"
"6115","<=$50K",0,46,26,"Private","Bach","Never Married","Admin"
"6116","<=$50K",0,23,63,"Private","Bach","Never Married","Specialist"
"6117","<=$50K",0,24,66,"Private","High School","Married","Trades"
"6118","<=$50K",1266,36,19,"Private","Min","Married","Agricultural"
"6119","<=$50K",0,17,76,"Self-Emp","High School","Married","Management"
"6120",">$50K",0,64,47,"Private","High School","Never Married","Management"
"6121",">$50K",0,63,44,"Private","Min","Married","Trades"
"6122",">$50K",0,43,46,"Private","Min","Never Married","Specialist"
"6123","<=$50K",0,22,34,"Private","Bach","Married","Agricultural"
"6124","<=$50K",0,59,21,"Govt","High School","Married","Admin"
"6125","<=$50K",0,27,18,"Self-Emp","High School","Never Married","Admin"
"6126",">$50K",0,36,61,"Private","Bach","Married","Agricultural"
"6127",">$50K",0,29,53,"Private","Bach","Married","Trades"
"6128","<=$50K",0,20,73,"Self-Emp","Min","Divorced","Management"
"6129",">$50K",0,46,34,"Govt","Bach","Divorced","Agricultural"
"6130",">$50K",0,32,66,"Private","Bach","Divorced","Trades"
"6131",">$50K",0,75,48,"Private","High School","Married","Agricultural"
"6132",">$50K",0,38,46,"Private","Min","Married","Admin"
"6133",">$50K",0,34,65,"Private","Bach","Never Married","Trades"
"6134","<=$50K",0,9,78,"Self-Emp","High School","Never Married","Trades"
"6135","<=$50K",0,4,82,"Self-Emp","Bach","Never Married","Specialist"
"6136","<=$50K",1843,7,79,"Private","Bach","Married","Agricultural"
"6137","<=$50K",0,33,20,"Govt","Master","Married","Trades"
"6138",">$50K",3044,37,37,"Private","Bach","Married","Agricultural"
"6139","<=$50K",0,37,27,"Govt","Bach","Married","Admin"
"6140","<=$50K",0,28,34,"Self-Emp","Min","Never Married","Agricultural"
"6141",">$50K",0,77,63,"Private","Bach","Never Married","Specialist"
"6142","<=$50K",0,7,81,"Private","High School","Never Married","Management"
